Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_3234877,COFFEE,4,2.0,8.0,CASH,TAKEAWAY,2023-07-29
TXN_3238759,SANDWICH,5,4.0,20.0,DIGITAL WALLET,IN-STORE,2023-07-20
TXN_3241422,SALAD,2,5.0,10.0,CASH,TAKEAWAY,2023-07-17
TXN_3247340,TEA,3,1.5,4.5,CASH,TAKEAWAY,2023-12-25
TXN_3252542,SANDWICH,5,4.0,20.0,DIGITAL WALLET,IN-STORE,2023-09-22
TXN_3263746,COFFEE,1,2.0,2.0,CASH,TAKEAWAY,2023-11-14
TXN_3270584,CAKE,3,3.0,9.0,CREDIT CARD,TAKEAWAY,2023-01-10
TXN_3272946,SALAD,3,5.0,15.0,CREDIT CARD,IN-STORE,2023-09-06
TXN_3274105,COOKIE,5,1.0,5.0,CREDIT CARD,TAKEAWAY,2023-07-28
TXN_3277379,SALAD,2,5.0,10.0,CREDIT CARD,TAKEAWAY,2023-01-06
TXN_3277936,TEA,2,1.5,3.0,DIGITAL WALLET,TAKEAWAY,2023-06-21
TXN_3279039,CAKE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-06-26
TXN_3282436,SALAD,5,5.0,25.0,CREDIT CARD,IN-STORE,2023-12-14
TXN_3283631,SANDWICH,2,4.0,8.0,CREDIT CARD,IN-STORE,2023-03-15
TXN_3286932,COOKIE,1,1.0,1.0,DIGITAL WALLET,TAKEAWAY,2023-07-11
TXN_3290872,CAKE,2,3.0,6.0,CREDIT CARD,IN-STORE,2023-06-13
TXN_3291900,SMOOTHIE,4,4.0,16.0,CASH,TAKEAWAY,2023-05-04
TXN_3296152,SALAD,3,5.0,15.0,CREDIT CARD,IN-STORE,2023-10-20
TXN_3300171,COOKIE,5,1.0,5.0,CREDIT CARD,IN-STORE,2023-02-14
TXN_3303114,SALAD,4,5.0,20.0,CREDIT CARD,IN-STORE,2023-06-18
TXN_3305132,CAKE,4,3.0,12.0,CREDIT CARD,TAKEAWAY,2023-01-30
TXN_3311860,JUICE,1,3.0,3.0,DIGITAL WALLET,IN-STORE,2023-11-21
TXN_3312653,COOKIE,5,1.0,5.0,CASH,TAKEAWAY,2023-12-09
TXN_3312690,COOKIE,3,1.0,3.0,CREDIT CARD,IN-STORE,2023-03-01
TXN_3313000,COFFEE,5,2.0,10.0,CREDIT CARD,IN-STORE,2023-01-08
TXN_3313534,COOKIE,2,1.0,2.0,DIGITAL WALLET,IN-STORE,2023-01-05
TXN_3315467,SANDWICH,2,4.0,8.0,DIGITAL WALLET,TAKEAWAY,2023-11-17
TXN_3326110,COFFEE,2,2.0,4.0,CREDIT CARD,TAKEAWAY,2023-08-13
TXN_3326626,CAKE,2,3.0,6.0,CASH,TAKEAWAY,2023-09-26
TXN_3330687,CAKE,5,3.0,15.0,CASH,IN-STORE,2023-12-26
TXN_3341779,TEA,3,1.5,4.5,CASH,TAKEAWAY,2023-07-30
TXN_3342106,SANDWICH,1,4.0,4.0,CREDIT CARD,IN-STORE,2023-01-14
TXN_3343585,CAKE,1,3.0,3.0,CASH,IN-STORE,2023-09-17
TXN_3344089,SANDWICH,4,4.0,16.0,CASH,IN-STORE,2023-08-10
TXN_3353615,COFFEE,4,2.0,8.0,CREDIT CARD,TAKEAWAY,2023-07-24
TXN_3358494,COFFEE,5,2.0,10.0,DIGITAL WALLET,TAKEAWAY,2023-06-22
TXN_3359704,SALAD,3,5.0,15.0,DIGITAL WALLET,IN-STORE,2023-07-23
TXN_3364751,COFFEE,2,2.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-04-12
TXN_3365018,JUICE,5,3.0,15.0,CASH,TAKEAWAY,2023-02-06
TXN_3369191,COOKIE,5,1.0,5.0,CASH,TAKEAWAY,2023-02-07
TXN_3373078,SMOOTHIE,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-12-01
TXN_3377626,COOKIE,5,1.0,5.0,CASH,IN-STORE,2023-07-23
TXN_3380698,COFFEE,3,2.0,6.0,CREDIT CARD,TAKEAWAY,2023-12-15
TXN_3381656,CAKE,5,3.0,15.0,CASH,TAKEAWAY,2023-10-26
TXN_3383926,CAKE,3,3.0,9.0,CASH,TAKEAWAY,2023-07-08
TXN_3385167,TEA,3,1.5,4.5,CASH,IN-STORE,2023-04-26
TXN_3386311,JUICE,1,3.0,3.0,CASH,IN-STORE,2023-11-30
TXN_3390882,SANDWICH,3,4.0,12.0,CREDIT CARD,IN-STORE,2023-07-03
TXN_3392848,CAKE,2,3.0,6.0,CASH,IN-STORE,2023-04-03
TXN_3394874,COFFEE,4,2.0,8.0,CREDIT CARD,TAKEAWAY,2023-06-18
TXN_3396099,COFFEE,1,2.0,2.0,DIGITAL WALLET,IN-STORE,2023-04-06
TXN_3397609,SMOOTHIE,2,4.0,8.0,DIGITAL WALLET,IN-STORE,2023-07-22
TXN_3397978,SMOOTHIE,5,4.0,20.0,DIGITAL WALLET,IN-STORE,2023-08-01
TXN_3399636,JUICE,3,3.0,9.0,DIGITAL WALLET,TAKEAWAY,2023-08-07
TXN_3407169,SANDWICH,2,4.0,8.0,CASH,IN-STORE,2023-03-11
TXN_3413156,JUICE,1,3.0,3.0,CREDIT CARD,IN-STORE,2023-10-16
TXN_3419352,SALAD,3,5.0,15.0,DIGITAL WALLET,IN-STORE,2023-10-22
TXN_3420633,SALAD,4,5.0,20.0,DIGITAL WALLET,TAKEAWAY,2023-04-11
TXN_3421079,SMOOTHIE,1,4.0,4.0,CREDIT CARD,IN-STORE,2023-12-18
TXN_3422759,SALAD,5,5.0,25.0,CREDIT CARD,TAKEAWAY,2023-02-19
TXN_3426338,SALAD,1,5.0,5.0,CASH,IN-STORE,2023-07-31
TXN_3427754,SMOOTHIE,2,4.0,8.0,DIGITAL WALLET,TAKEAWAY,2023-08-06
TXN_3430842,COOKIE,2,1.0,2.0,CASH,TAKEAWAY,2023-08-02
TXN_3431526,COOKIE,3,1.0,3.0,CREDIT CARD,TAKEAWAY,2023-12-27
TXN_3432433,COOKIE,5,1.0,5.0,CASH,IN-STORE,2023-02-19
TXN_3434549,SANDWICH,5,4.0,20.0,CREDIT CARD,TAKEAWAY,2023-05-25
TXN_3435509,SANDWICH,1,4.0,4.0,CASH,TAKEAWAY,2023-08-19
TXN_3436462,SALAD,2,5.0,10.0,CREDIT CARD,IN-STORE,2023-06-29
TXN_3450160,CAKE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-10-23
TXN_3454881,SALAD,1,5.0,5.0,CASH,IN-STORE,2023-11-29
TXN_3455103,SALAD,1,5.0,5.0,DIGITAL WALLET,TAKEAWAY,2023-04-22
TXN_3455702,SALAD,1,5.0,5.0,CASH,TAKEAWAY,2023-03-23
TXN_3456748,JUICE,2,3.0,6.0,CASH,IN-STORE,2023-01-30
TXN_3458602,CAKE,2,3.0,6.0,CASH,IN-STORE,2023-11-18
TXN_3460926,JUICE,3,3.0,9.0,DIGITAL WALLET,TAKEAWAY,2023-03-25
TXN_3461209,JUICE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-04-26
TXN_3462602,CAKE,3,3.0,9.0,CREDIT CARD,IN-STORE,2023-08-27
TXN_3463337,JUICE,5,3.0,15.0,CREDIT CARD,IN-STORE,2023-09-20
TXN_3463568,SALAD,2,5.0,10.0,DIGITAL WALLET,IN-STORE,2023-04-12
TXN_3465980,COOKIE,4,1.0,4.0,CASH,TAKEAWAY,2023-07-08
TXN_3466686,SMOOTHIE,3,4.0,12.0,DIGITAL WALLET,TAKEAWAY,2023-09-03
TXN_3467985,SANDWICH,3,4.0,12.0,CASH,TAKEAWAY,2023-12-10
TXN_3468006,SMOOTHIE,3,4.0,12.0,CREDIT CARD,TAKEAWAY,2023-07-28
TXN_3469469,COOKIE,1,1.0,1.0,DIGITAL WALLET,IN-STORE,2023-10-25
TXN_3471223,COFFEE,1,2.0,2.0,DIGITAL WALLET,IN-STORE,2023-10-08
TXN_3472433,COFFEE,4,2.0,8.0,CREDIT CARD,TAKEAWAY,2023-10-29
TXN_3472707,SANDWICH,2,4.0,8.0,CASH,TAKEAWAY,2023-03-26
TXN_3478169,JUICE,2,3.0,6.0,CASH,IN-STORE,2023-02-03
TXN_3478329,TEA,3,1.5,4.5,DIGITAL WALLET,IN-STORE,2023-10-29
TXN_3481470,SALAD,4,5.0,20.0,CREDIT CARD,IN-STORE,2023-12-24
TXN_3483911,SALAD,1,5.0,5.0,DIGITAL WALLET,TAKEAWAY,2023-07-10
TXN_3484276,COOKIE,5,1.0,5.0,DIGITAL WALLET,TAKEAWAY,2023-06-14
TXN_3488082,SANDWICH,1,4.0,4.0,DIGITAL WALLET,IN-STORE,2023-04-12
TXN_3493951,SMOOTHIE,5,4.0,20.0,CASH,TAKEAWAY,2023-08-20
TXN_3494014,CAKE,1,3.0,3.0,CREDIT CARD,IN-STORE,2023-06-09
TXN_3494191,SMOOTHIE,2,4.0,8.0,CREDIT CARD,IN-STORE,2023-01-08
TXN_3499226,JUICE,1,3.0,3.0,CREDIT CARD,TAKEAWAY,2023-09-08
TXN_3499910,COOKIE,4,1.0,4.0,CREDIT CARD,TAKEAWAY,2023-09-29
TXN_3509609,SMOOTHIE,3,4.0,12.0,DIGITAL WALLET,TAKEAWAY,2023-12-25
TXN_3514492,JUICE,3,3.0,9.0,DIGITAL WALLET,IN-STORE,2023-02-23
TXN_3515664,COFFEE,2,2.0,4.0,CASH,TAKEAWAY,2023-09-25
TXN_3516263,CAKE,2,3.0,6.0,DIGITAL WALLET,IN-STORE,2023-09-23
TXN_3518789,COFFEE,2,2.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-12-01
TXN_3520910,SALAD,1,5.0,5.0,CREDIT CARD,TAKEAWAY,2023-05-06
TXN_3522385,SMOOTHIE,4,4.0,16.0,CREDIT CARD,TAKEAWAY,2023-03-19
TXN_3526095,SANDWICH,3,4.0,12.0,CASH,TAKEAWAY,2023-08-30
TXN_3529354,JUICE,2,3.0,6.0,CREDIT CARD,TAKEAWAY,2023-09-06
TXN_3530720,SMOOTHIE,5,4.0,20.0,DIGITAL WALLET,IN-STORE,2023-10-18
TXN_3539062,SALAD,2,5.0,10.0,DIGITAL WALLET,IN-STORE,2023-10-04
TXN_3541304,SANDWICH,3,4.0,12.0,CASH,IN-STORE,2023-04-22
TXN_3541337,COOKIE,4,1.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-09-01
TXN_3543930,JUICE,2,3.0,6.0,CREDIT CARD,TAKEAWAY,2023-10-10
TXN_3544380,JUICE,1,3.0,3.0,CREDIT CARD,IN-STORE,2023-09-13
TXN_3546303,TEA,2,1.5,3.0,DIGITAL WALLET,TAKEAWAY,2023-09-11
TXN_3547569,SMOOTHIE,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-08-04
TXN_3551665,JUICE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-04-06
TXN_3558795,SMOOTHIE,1,4.0,4.0,CASH,IN-STORE,2023-05-30
TXN_3560062,COOKIE,1,1.0,1.0,CASH,IN-STORE,2023-03-20
TXN_3561149,JUICE,4,3.0,12.0,DIGITAL WALLET,TAKEAWAY,2023-05-20
TXN_3567645,SMOOTHIE,4,4.0,16.0,CREDIT CARD,TAKEAWAY,2023-03-30
TXN_3572190,COFFEE,5,2.0,10.0,CREDIT CARD,TAKEAWAY,2023-03-05
TXN_3577683,COOKIE,2,1.0,2.0,DIGITAL WALLET,IN-STORE,2023-09-17
TXN_3585602,JUICE,2,3.0,6.0,CASH,IN-STORE,2023-04-17
TXN_3587915,SALAD,2,5.0,10.0,DIGITAL WALLET,TAKEAWAY,2023-06-24
TXN_3587916,SALAD,3,5.0,15.0,CASH,IN-STORE,2023-07-09
TXN_3589218,SALAD,2,5.0,10.0,CREDIT CARD,IN-STORE,2023-06-21
TXN_3594827,JUICE,5,3.0,15.0,DIGITAL WALLET,IN-STORE,2023-03-09
TXN_3595118,JUICE,2,3.0,6.0,CASH,IN-STORE,2023-02-03
TXN_3595735,TEA,4,1.5,6.0,DIGITAL WALLET,TAKEAWAY,2023-03-26
TXN_3602272,SMOOTHIE,3,4.0,12.0,DIGITAL WALLET,TAKEAWAY,2023-02-15
TXN_3604017,CAKE,4,3.0,12.0,DIGITAL WALLET,IN-STORE,2023-09-21
TXN_3607652,SALAD,4,5.0,20.0,DIGITAL WALLET,IN-STORE,2023-06-05
TXN_3608237,SALAD,1,5.0,5.0,DIGITAL WALLET,TAKEAWAY,2023-11-26
TXN_3617989,SANDWICH,3,4.0,12.0,CREDIT CARD,TAKEAWAY,2023-09-29
TXN_3619141,COOKIE,4,1.0,4.0,DIGITAL WALLET,IN-STORE,2023-09-30
TXN_3620110,COFFEE,1,2.0,2.0,DIGITAL WALLET,TAKEAWAY,2023-06-01
TXN_3620122,SANDWICH,1,4.0,4.0,CASH,IN-STORE,2023-05-06
TXN_3620213,COFFEE,2,2.0,4.0,CREDIT CARD,IN-STORE,2023-09-09
TXN_3629728,SMOOTHIE,1,4.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-03-11
TXN_3633955,SANDWICH,4,4.0,16.0,CASH,IN-STORE,2023-09-20
TXN_3635628,SANDWICH,3,4.0,12.0,DIGITAL WALLET,IN-STORE,2023-10-28
TXN_3639760,CAKE,5,3.0,15.0,CREDIT CARD,TAKEAWAY,2023-01-29
TXN_3643348,SANDWICH,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-09-06
TXN_3644269,COOKIE,5,1.0,5.0,CREDIT CARD,TAKEAWAY,2023-09-26
TXN_3645674,TEA,4,1.5,6.0,CASH,TAKEAWAY,2023-07-18
TXN_3648327,CAKE,1,3.0,3.0,DIGITAL WALLET,TAKEAWAY,2023-08-17
TXN_3651337,SMOOTHIE,4,4.0,16.0,CASH,IN-STORE,2023-10-25
TXN_3651743,CAKE,5,3.0,15.0,CASH,IN-STORE,2023-04-24
TXN_3653328,COOKIE,4,1.0,4.0,DIGITAL WALLET,IN-STORE,2023-06-27
TXN_3653560,COFFEE,4,2.0,8.0,DIGITAL WALLET,TAKEAWAY,2023-07-01
TXN_3654670,JUICE,1,3.0,3.0,CREDIT CARD,TAKEAWAY,2023-06-14
TXN_3655322,JUICE,3,3.0,9.0,DIGITAL WALLET,TAKEAWAY,2023-10-03
TXN_3660227,JUICE,4,3.0,12.0,CREDIT CARD,TAKEAWAY,2023-05-13
TXN_3663712,TEA,4,1.5,6.0,DIGITAL WALLET,TAKEAWAY,2023-09-22
TXN_3666858,CAKE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-12-27
TXN_3669068,CAKE,5,3.0,15.0,CASH,TAKEAWAY,2023-01-17
TXN_3669866,TEA,3,1.5,4.5,DIGITAL WALLET,IN-STORE,2023-05-10
TXN_3669990,TEA,2,1.5,3.0,CASH,TAKEAWAY,2023-01-27
TXN_3670476,TEA,3,1.5,4.5,CASH,TAKEAWAY,2023-03-25
TXN_3680192,SALAD,4,5.0,20.0,DIGITAL WALLET,TAKEAWAY,2023-05-20
TXN_3691228,CAKE,3,3.0,9.0,CASH,TAKEAWAY,2023-10-26
TXN_3695238,SALAD,5,5.0,25.0,CASH,TAKEAWAY,2023-04-20
TXN_3696194,SALAD,2,5.0,10.0,CREDIT CARD,IN-STORE,2023-11-27
TXN_3703964,SANDWICH,2,4.0,8.0,CREDIT CARD,TAKEAWAY,2023-09-23
TXN_3706167,SANDWICH,5,4.0,20.0,DIGITAL WALLET,TAKEAWAY,2023-10-02
TXN_3706457,TEA,5,1.5,7.5,CREDIT CARD,TAKEAWAY,2023-07-18
TXN_3709394,JUICE,4,3.0,12.0,CASH,TAKEAWAY,2023-01-15
TXN_3709853,SMOOTHIE,2,4.0,8.0,CREDIT CARD,TAKEAWAY,2023-08-21
TXN_3709876,COFFEE,1,2.0,2.0,CREDIT CARD,TAKEAWAY,2023-11-04
TXN_3711712,SALAD,5,5.0,25.0,DIGITAL WALLET,IN-STORE,2023-08-20
TXN_3720223,CAKE,4,3.0,12.0,CASH,TAKEAWAY,2023-10-22
TXN_3723007,TEA,3,1.5,4.5,DIGITAL WALLET,IN-STORE,2023-05-18
TXN_3725837,COFFEE,5,2.0,10.0,CASH,IN-STORE,2023-10-22
TXN_3729074,SALAD,3,5.0,15.0,CREDIT CARD,IN-STORE,2023-04-15
TXN_3730415,CAKE,4,3.0,12.0,CREDIT CARD,TAKEAWAY,2023-04-09
TXN_3733753,SANDWICH,1,4.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-03-10
TXN_3736798,COFFEE,4,2.0,8.0,DIGITAL WALLET,IN-STORE,2023-07-01
TXN_3740963,SALAD,2,5.0,10.0,DIGITAL WALLET,TAKEAWAY,2023-01-22
TXN_3745153,SMOOTHIE,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-06-30
TXN_3746260,SMOOTHIE,5,4.0,20.0,DIGITAL WALLET,TAKEAWAY,2023-08-26
TXN_3748616,COFFEE,2,2.0,4.0,CREDIT CARD,IN-STORE,2023-12-09
TXN_3752448,CAKE,5,3.0,15.0,DIGITAL WALLET,TAKEAWAY,2023-05-16
TXN_3755657,SMOOTHIE,2,4.0,8.0,DIGITAL WALLET,IN-STORE,2023-03-24
TXN_3758250,SALAD,3,5.0,15.0,CASH,IN-STORE,2023-09-08
TXN_3760598,CAKE,3,3.0,9.0,DIGITAL WALLET,IN-STORE,2023-10-24
TXN_3779292,SALAD,2,5.0,10.0,CREDIT CARD,IN-STORE,2023-12-30
TXN_3779320,TEA,4,1.5,6.0,CREDIT CARD,IN-STORE,2023-03-27
TXN_3779366,COOKIE,1,1.0,1.0,DIGITAL WALLET,IN-STORE,2023-04-15
TXN_3779640,TEA,1,1.5,1.5,DIGITAL WALLET,IN-STORE,2023-05-16
TXN_3781198,CAKE,3,3.0,9.0,DIGITAL WALLET,IN-STORE,2023-11-04
TXN_3785678,TEA,1,1.5,1.5,CREDIT CARD,TAKEAWAY,2023-03-13
TXN_3786188,TEA,3,1.5,4.5,CREDIT CARD,IN-STORE,2023-10-20
TXN_3787234,TEA,2,1.5,3.0,DIGITAL WALLET,IN-STORE,2023-03-15
TXN_3787265,SALAD,1,5.0,5.0,CREDIT CARD,IN-STORE,2023-12-16
TXN_3792125,SALAD,5,5.0,25.0,CREDIT CARD,IN-STORE,2023-08-25
TXN_3792683,SALAD,4,5.0,20.0,DIGITAL WALLET,IN-STORE,2023-08-06
TXN_3794585,SANDWICH,1,4.0,4.0,CREDIT CARD,IN-STORE,2023-02-10
TXN_3800253,CAKE,2,3.0,6.0,CASH,TAKEAWAY,2023-01-15
TXN_3801179,JUICE,2,3.0,6.0,CASH,IN-STORE,2023-12-07
TXN_3801485,COFFEE,5,2.0,10.0,CREDIT CARD,IN-STORE,2023-11-10
TXN_3801966,SANDWICH,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-01-14
TXN_3808639,JUICE,2,3.0,6.0,DIGITAL WALLET,TAKEAWAY,2023-12-15
TXN_3808895,SALAD,2,5.0,10.0,CASH,IN-STORE,2023-07-13
TXN_3818464,CAKE,2,3.0,6.0,CASH,IN-STORE,2023-03-02
TXN_3819405,JUICE,4,3.0,12.0,DIGITAL WALLET,IN-STORE,2023-02-16
TXN_3822036,SMOOTHIE,3,4.0,12.0,CREDIT CARD,TAKEAWAY,2023-05-07
TXN_3826038,SALAD,1,5.0,5.0,CASH,TAKEAWAY,2023-10-20
TXN_3829165,JUICE,4,3.0,12.0,CASH,IN-STORE,2023-06-15
TXN_3833729,SMOOTHIE,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-11-13
TXN_3839691,COFFEE,4,2.0,8.0,CREDIT CARD,IN-STORE,2023-02-13
TXN_3842567,SALAD,1,5.0,5.0,CREDIT CARD,IN-STORE,2023-03-13
TXN_3842766,TEA,3,1.5,4.5,CREDIT CARD,IN-STORE,2023-03-24
TXN_3847405,SANDWICH,1,4.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-06-15
TXN_3851247,CAKE,1,3.0,3.0,CREDIT CARD,IN-STORE,2023-11-23
TXN_3851928,JUICE,3,3.0,9.0,CREDIT CARD,IN-STORE,2023-02-07
TXN_3852141,CAKE,5,3.0,15.0,CREDIT CARD,IN-STORE,2023-08-04
TXN_3854285,SALAD,3,5.0,15.0,CASH,TAKEAWAY,2023-07-18
TXN_3855408,COOKIE,1,1.0,1.0,CASH,TAKEAWAY,2023-06-02
TXN_3857960,SALAD,4,5.0,20.0,CASH,IN-STORE,2023-04-26
TXN_3863163,COOKIE,3,1.0,3.0,DIGITAL WALLET,TAKEAWAY,2023-10-12
TXN_3865641,CAKE,5,3.0,15.0,DIGITAL WALLET,IN-STORE,2023-09-15
TXN_3866162,CAKE,5,3.0,15.0,CASH,TAKEAWAY,2023-06-08
TXN_3868402,COFFEE,3,2.0,6.0,CASH,IN-STORE,2023-01-21
TXN_3875049,TEA,2,1.5,3.0,DIGITAL WALLET,TAKEAWAY,2023-09-15
TXN_3877643,JUICE,4,3.0,12.0,CASH,IN-STORE,2023-11-15
TXN_3880494,SANDWICH,4,4.0,16.0,CASH,TAKEAWAY,2023-12-17
TXN_3884527,SANDWICH,1,4.0,4.0,DIGITAL WALLET,IN-STORE,2023-06-06
TXN_3884995,JUICE,5,3.0,15.0,CASH,IN-STORE,2023-12-25
TXN_3886583,TEA,3,1.5,4.5,DIGITAL WALLET,IN-STORE,2023-05-03
TXN_3888864,SANDWICH,1,4.0,4.0,CREDIT CARD,IN-STORE,2023-10-13
TXN_3894173,SANDWICH,5,4.0,20.0,DIGITAL WALLET,TAKEAWAY,2023-10-07
TXN_3897619,SANDWICH,3,4.0,12.0,CASH,TAKEAWAY,2023-02-24
TXN_3898445,SANDWICH,3,4.0,12.0,CASH,TAKEAWAY,2023-06-17
TXN_3898665,SANDWICH,2,4.0,8.0,CASH,TAKEAWAY,2023-03-07
TXN_3901665,JUICE,1,3.0,3.0,CREDIT CARD,TAKEAWAY,2023-10-19
TXN_3910230,SANDWICH,5,4.0,20.0,CASH,TAKEAWAY,2023-01-05
TXN_3910293,CAKE,4,3.0,12.0,CASH,IN-STORE,2023-01-30
TXN_3912727,TEA,5,1.5,7.5,DIGITAL WALLET,TAKEAWAY,2023-04-13
TXN_3912836,SALAD,1,5.0,5.0,CREDIT CARD,IN-STORE,2023-11-23
TXN_3915802,COFFEE,3,2.0,6.0,CASH,TAKEAWAY,2023-12-16
TXN_3917193,JUICE,5,3.0,15.0,CREDIT CARD,TAKEAWAY,2023-11-17
TXN_3918998,COFFEE,5,2.0,10.0,DIGITAL WALLET,TAKEAWAY,2023-12-18
TXN_3919225,CAKE,2,3.0,6.0,CASH,IN-STORE,2023-03-26
TXN_3919995,TEA,3,1.5,4.5,CASH,TAKEAWAY,2023-01-26
TXN_3920273,SMOOTHIE,4,4.0,16.0,DIGITAL WALLET,IN-STORE,2023-09-05
TXN_3920436,JUICE,2,3.0,6.0,DIGITAL WALLET,IN-STORE,2023-11-19
TXN_3924170,TEA,3,1.5,4.5,CREDIT CARD,IN-STORE,2023-08-07
TXN_3925836,COOKIE,3,1.0,3.0,DIGITAL WALLET,IN-STORE,2023-02-16
TXN_3927733,SALAD,5,5.0,25.0,CREDIT CARD,TAKEAWAY,2023-01-20
TXN_3930990,TEA,4,1.5,6.0,DIGITAL WALLET,TAKEAWAY,2023-02-27
TXN_3936883,COFFEE,2,2.0,4.0,DIGITAL WALLET,IN-STORE,2023-09-08
TXN_3937788,SMOOTHIE,1,4.0,4.0,CASH,IN-STORE,2023-06-27
TXN_3949676,JUICE,4,3.0,12.0,CREDIT CARD,IN-STORE,2023-12-21
TXN_3956393,COOKIE,4,1.0,4.0,CREDIT CARD,IN-STORE,2023-01-14
TXN_3963927,SANDWICH,4,4.0,16.0,CREDIT CARD,IN-STORE,2023-01-03
TXN_3964398,CAKE,4,3.0,12.0,CREDIT CARD,TAKEAWAY,2023-10-20
TXN_3964550,TEA,3,1.5,4.5,CREDIT CARD,TAKEAWAY,2023-06-09
TXN_3970335,JUICE,5,3.0,15.0,DIGITAL WALLET,TAKEAWAY,2023-09-01
TXN_3971440,CAKE,4,3.0,12.0,DIGITAL WALLET,TAKEAWAY,2023-10-22
TXN_3974663,JUICE,3,3.0,9.0,CASH,TAKEAWAY,2023-10-02
TXN_3978874,SMOOTHIE,5,4.0,20.0,CREDIT CARD,IN-STORE,2023-03-13
TXN_3981000,TEA,1,1.5,1.5,DIGITAL WALLET,IN-STORE,2023-05-24
TXN_3981449,SMOOTHIE,2,4.0,8.0,CASH,IN-STORE,2023-06-21
TXN_3984842,TEA,4,1.5,6.0,CREDIT CARD,TAKEAWAY,2023-03-22
TXN_3985920,SALAD,5,5.0,25.0,DIGITAL WALLET,IN-STORE,2023-03-29
TXN_3986639,SALAD,1,5.0,5.0,CREDIT CARD,IN-STORE,2023-10-09
TXN_3986876,CAKE,3,3.0,9.0,CASH,TAKEAWAY,2023-11-06
TXN_3994585,CAKE,3,3.0,9.0,DIGITAL WALLET,IN-STORE,2023-07-24
TXN_3995266,SANDWICH,1,4.0,4.0,CREDIT CARD,IN-STORE,2023-04-21
TXN_4002629,CAKE,5,3.0,15.0,CREDIT CARD,IN-STORE,2023-06-15
TXN_4003040,COOKIE,4,1.0,4.0,CREDIT CARD,IN-STORE,2023-09-12
TXN_4005014,SANDWICH,1,4.0,4.0,DIGITAL WALLET,TAKEAWAY,2023-07-10
TXN_4006067,JUICE,4,3.0,12.0,CASH,TAKEAWAY,2023-01-30
TXN_4008135,COOKIE,5,1.0,5.0,CASH,TAKEAWAY,2023-11-25
TXN_4019040,TEA,1,1.5,1.5,CASH,IN-STORE,2023-02-01
TXN_4020100,COOKIE,1,1.0,1.0,CASH,IN-STORE,2023-08-09
TXN_4026277,TEA,3,1.5,4.5,DIGITAL WALLET,IN-STORE,2023-08-27
TXN_4028494,CAKE,3,3.0,9.0,DIGITAL WALLET,IN-STORE,2023-10-22
TXN_4030197,SALAD,3,5.0,15.0,CREDIT CARD,TAKEAWAY,2023-03-05
TXN_4030519,SMOOTHIE,2,4.0,8.0,DIGITAL WALLET,TAKEAWAY,2023-01-22
TXN_4031726,CAKE,4,3.0,12.0,CREDIT CARD,TAKEAWAY,2023-11-22
TXN_4033802,TEA,3,1.5,4.5,CASH,TAKEAWAY,2023-03-02
TXN_4033888,SANDWICH,2,4.0,8.0,CASH,IN-STORE,2023-02-04
TXN_4036747,SMOOTHIE,1,4.0,4.0,CASH,TAKEAWAY,2023-05-27
TXN_4039864,CAKE,2,3.0,6.0,CASH,IN-STORE,2023-07-24
TXN_4040941,COOKIE,1,1.0,1.0,CASH,IN-STORE,2023-02-20
TXN_4046095,JUICE,2,3.0,6.0,DIGITAL WALLET,TAKEAWAY,2023-10-12
TXN_4048690,CAKE,3,3.0,9.0,CASH,IN-STORE,2023-09-06
TXN_4059695,SALAD,3,5.0,15.0,CASH,TAKEAWAY,2023-12-30
TXN_4060215,SALAD,3,5.0,15.0,CREDIT CARD,IN-STORE,2023-01-12
TXN_4060332,SMOOTHIE,3,4.0,12.0,CREDIT CARD,TAKEAWAY,2023-07-10
TXN_4060538,CAKE,2,3.0,6.0,DIGITAL WALLET,TAKEAWAY,2023-09-08
TXN_4062634,SALAD,2,5.0,10.0,CREDIT CARD,IN-STORE,2023-04-05
TXN_4062737,CAKE,3,3.0,9.0,CASH,IN-STORE,2023-07-02
TXN_4064245,JUICE,3,3.0,9.0,CREDIT CARD,TAKEAWAY,2023-02-20
TXN_4064310,TEA,4,1.5,6.0,CASH,TAKEAWAY,2023-07-24
TXN_4064326,COOKIE,2,1.0,2.0,CASH,TAKEAWAY,2023-01-07
TXN_4075432,SANDWICH,5,4.0,20.0,CASH,IN-STORE,2023-09-12
